A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,education,age,group
1,6,2,6,6,5,4,2,1,2,1,1,5,6,5,5,4,4,4,5,6,1,6,5,1,2,5,39,
1,6,6,6,6,6,5,5,1,2,2,1,5,5,6,2,4,2,2,4,6,2,6,6,2,2,3,39,
1,3,2,6,3,5,5,5,2,4,5,6,1,3,3,3,4,1,4,1,2,6,1,5,3,2,3,39,
3,5,2,5,5,4,4,NA,4,5,4,2,5,3,4,2,4,5,4,4,4,3,5,5,2,1,3,18,
2,6,6,2,6,6,3,5,1,2,1,1,5,5,6,1,2,2,1,1,5,1,6,4,1,2,3,51,
1,5,6,6,6,6,5,5,5,1,6,5,5,5,2,1,1,4,1,5,6,6,6,6,5,2,3,25,
2,5,5,6,5,6,5,5,3,3,2,3,4,5,5,1,2,2,2,2,6,5,5,4,1,2,1,15,
1,4,4,6,4,3,4,2,2,2,2,4,4,4,4,4,4,5,4,4,3,4,3,5,3,2,2,42,
2,6,5,6,4,5,6,5,1,2,1,4,5,5,5,4,4,5,5,6,4,1,6,6,1,2,4,24,
1,5,5,6,5,5,5,5,1,3,6,4,2,5,5,2,2,4,2,2,5,2,5,3,1,2,3,46,
1,6,6,3,6,3,4,6,5,2,6,1,6,6,6,2,5,2,3,4,4,2,6,3,1,2,3,37,
4,5,5,6,5,5,5,5,2,2,4,2,2,6,2,1,2,5,2,4,2,6,3,3,3,2,3,24,
1,6,5,5,2,1,4,6,4,NA,3,1,1,3,5,4,4,4,1,4,6,2,4,3,2,1,3,20,
2,5,1,6,6,6,6,5,1,1,2,1,6,5,6,2,4,2,2,5,6,1,5,4,1,2,4,50,
1,6,5,3,4,4,3,3,1,1,6,3,3,3,5,1,3,NA,5,3,6,3,3,3,4,2,3,46,
4,3,5,5,5,4,6,5,2,3,4,1,5,6,6,5,6,5,4,2,6,6,5,5,1,1,2,23,
4,4,5,6,5,5,6,6,1,2,3,4,5,6,6,3,3,1,4,1,5,1,5,5,2,2,3,18,
2,6,4,2,5,6,3,5,2,1,3,2,4,5,5,3,5,3,1,1,5,2,4,4,2,1,2,21,
4,5,4,5,4,5,4,4,5,5,1,4,6,5,6,6,6,6,5,5,5,2,5,5,5,2,3,26,
1,5,6,5,6,6,5,5,1,2,2,1,5,1,5,4,5,4,5,4,5,4,4,6,1,2,3,53,
3,6,6,6,6,4,5,3,1,1,1,1,5,6,3,1,1,1,2,1,5,3,5,1,1,2,2,26,
1,6,6,6,6,5,6,5,1,1,5,2,6,6,6,1,1,1,2,2,5,6,6,6,2,1,3,30,
5,6,5,4,5,1,6,5,3,4,4,1,6,5,6,4,4,4,4,NA,6,4,5,6,5,1,2,51,
5,6,6,5,6,5,4,6,2,4,3,3,4,4,5,5,4,4,3,2,5,2,5,4,3,2,3,34,
2,4,2,6,4,5,5,5,2,2,3,3,5,5,5,3,4,4,2,3,5,2,4,4,2,2,3,28,
2,6,5,5,4,5,5,5,NA,2,1,4,4,6,5,1,4,5,2,6,4,4,4,5,2,2,2,42,
1,6,5,5,6,6,6,4,1,2,2,4,4,5,5,3,3,4,3,4,5,4,4,5,2,1,3,21,
1,6,6,6,6,1,4,4,4,1,5,1,6,6,6,6,4,6,5,5,6,6,6,3,6,2,3,20,
2,4,6,5,6,5,4,4,1,2,4,3,6,5,4,2,5,4,3,4,5,1,5,6,1,1,1,26,
1,5,6,6,5,5,4,4,1,2,1,4,4,4,5,4,4,4,2,1,2,6,4,5,1,2,3,18,
3,5,5,6,5,3,6,3,3,1,4,2,4,5,6,3,3,4,2,4,5,3,5,4,4,2,3,39,
6,1,6,6,6,6,5,6,1,1,4,1,6,6,6,1,1,1,1,1,6,4,5,5,5,2,3,45,
2,5,4,6,4,5,5,5,1,2,1,1,5,6,6,5,4,6,3,4,5,1,4,6,2,2,3,20,
3,2,4,6,6,6,2,5,1,2,3,2,5,6,4,1,1,2,3,1,6,2,6,5,3,1,3,43,
2,4,4,6,4,6,5,3,2,2,5,5,2,3,4,3,3,2,4,2,3,5,5,5,2,2,3,23,
2,4,6,5,5,2,6,5,3,2,4,2,4,5,6,4,4,4,4,2,5,2,5,5,4,2,3,25,
1,6,5,6,4,6,6,5,1,2,1,5,2,5,6,5,6,4,4,3,4,5,5,5,2,2,3,51,
1,5,4,6,4,4,6,5,4,1,6,4,5,4,6,4,6,5,4,4,5,1,5,4,1,2,3,26,
1,6,6,6,6,6,6,5,1,1,1,1,5,6,6,1,2,1,1,1,6,1,6,5,1,1,3,28,
3,5,5,6,5,6,6,5,1,1,3,2,6,6,6,4,4,4,2,1,6,4,5,2,2,2,3,23,
4,6,6,6,5,4,3,4,4,3,2,4,4,5,4,4,5,5,3,2,4,5,4,6,2,2,3,34,
1,4,4,4,6,4,4,6,3,3,4,2,4,6,2,2,3,2,1,1,6,2,5,4,2,1,3,23,
2,5,5,4,6,4,3,5,2,3,3,2,5,NA,3,1,2,1,3,2,4,4,5,4,3,2,3,29,
1,6,5,6,5,4,5,6,1,1,1,1,5,5,6,5,5,6,1,5,3,6,5,6,5,2,3,35,
2,4,2,6,5,3,5,4,2,2,NA,4,3,4,4,4,4,4,5,6,5,4,3,4,4,2,3,40,
6,6,6,6,6,5,6,6,1,1,1,1,6,6,6,6,6,6,1,6,6,6,6,6,1,2,2,27,
1,6,4,3,5,5,4,4,3,4,1,2,4,5,3,3,3,4,3,2,5,2,4,6,2,1,4,45,
1,6,5,5,6,6,5,5,1,3,1,1,5,6,6,1,2,1,1,1,6,1,6,6,1,1,2,60,
2,4,5,6,5,5,5,5,2,4,3,4,4,5,1,2,4,3,5,4,4,5,4,4,3,2,3,27,
4,5,4,5,4,3,1,1,3,6,2,3,4,5,3,2,4,3,NA,1,6,2,5,4,2,1,3,20,
1,5,5,6,4,5,4,5,4,2,4,4,4,5,3,3,4,4,3,4,5,2,4,6,2,2,3,21,
3,4,4,5,5,5,4,3,3,4,2,2,5,6,4,5,5,6,4,4,4,2,4,4,4,2,3,25,
1,4,6,5,6,5,2,6,1,1,1,3,5,1,5,6,6,6,6,6,4,1,5,6,1,2,2,51,
2,5,5,6,5,1,5,2,1,2,1,5,5,5,3,3,5,1,1,3,3,1,3,4,5,2,3,27,
1,5,4,1,5,5,4,5,2,5,6,6,3,1,2,4,4,6,6,5,5,2,5,6,2,1,3,24,
1,5,6,6,5,2,5,4,2,1,1,1,4,6,4,3,4,1,1,1,5,6,4,2,3,2,1,21,
3,4,NA,5,3,5,5,4,2,5,3,5,1,2,3,2,5,3,3,2,4,2,6,5,1,2,2,55,
5,4,3,4,3,3,2,3,4,4,3,3,5,4,3,5,5,4,5,4,5,1,5,6,3,1,2,30,
5,4,4,4,2,5,2,2,4,2,3,4,NA,4,3,4,4,5,5,2,2,2,2,5,4,1,3,31,
3,5,5,5,5,5,4,3,2,4,2,2,4,4,4,5,6,4,3,4,5,4,4,5,2,2,2,22,
3,4,4,6,5,5,4,5,2,1,5,3,4,4,4,2,3,3,2,2,4,4,4,5,3,2,3,28,
4,5,4,5,2,5,5,5,3,2,3,2,6,2,6,5,5,5,3,5,6,3,6,6,1,2,3,24,
1,6,6,6,5,2,5,6,4,6,6,5,5,5,6,4,5,4,4,6,2,6,4,6,3,2,3,31,
1,6,4,6,5,2,5,6,1,2,1,3,4,3,5,2,2,1,6,4,4,1,4,5,2,2,3,43,
2,4,4,6,5,5,2,5,1,2,2,2,3,5,4,2,5,2,2,1,4,3,4,4,3,1,3,60,
2,4,5,3,5,4,4,5,4,5,5,6,3,4,3,3,4,4,4,3,5,5,4,6,5,1,3,36,
5,4,4,6,4,5,5,5,2,2,4,2,3,5,5,4,4,NA,4,2,5,5,3,5,2,2,4,40,
2,5,4,4,4,2,2,4,2,5,1,1,5,6,5,3,3,1,1,1,5,1,4,4,1,1,3,21,
1,6,5,4,5,6,5,6,1,2,1,1,5,5,5,1,1,2,2,3,5,2,5,6,1,2,4,21,
4,3,5,6,5,4,5,5,1,2,3,4,4,6,5,5,6,6,3,4,6,3,4,5,3,2,1,19,
1,6,6,6,1,1,4,6,1,1,4,1,3,3,2,1,1,1,1,1,1,1,2,5,1,2,3,36,
4,5,4,2,2,5,3,3,3,5,5,6,3,5,3,6,6,5,6,3,6,6,5,6,4,1,4,42,
4,5,4,6,4,1,1,2,4,5,1,1,3,4,6,6,4,1,1,1,6,5,1,6,6,1,2,24,
1,6,6,6,6,6,6,5,1,2,1,1,6,5,5,1,2,1,1,4,5,4,4,5,4,2,3,44,
3,6,6,6,5,2,5,5,2,2,3,4,4,5,4,3,4,4,5,6,2,5,4,5,4,2,3,30,
1,5,5,6,5,4,5,4,4,4,2,1,5,6,5,2,2,4,4,3,5,5,4,6,2,2,3,23,
2,5,3,2,4,2,2,4,4,4,3,3,6,5,4,5,6,4,5,4,6,6,5,6,1,2,2,26,
1,6,6,5,6,NA,5,5,1,1,2,1,6,5,6,1,5,1,1,3,6,3,5,2,1,1,3,32,
1,4,5,4,5,3,5,4,2,4,4,3,4,4,4,2,3,1,4,3,4,4,4,5,3,1,3,29,
1,6,6,6,5,6,6,6,1,2,3,3,5,6,6,1,3,4,2,3,6,1,6,6,3,2,3,47,
2,5,4,6,4,6,5,4,2,1,3,2,3,4,5,2,3,1,1,1,5,5,4,4,2,1,3,44,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,25,
3,6,5,6,5,5,6,5,1,4,2,2,4,6,5,4,4,4,3,3,6,1,5,4,4,2,3,28,
1,5,6,6,6,6,6,5,1,4,3,2,6,5,6,4,4,5,3,1,6,1,6,5,2,2,4,32,
1,1,5,6,3,5,3,1,2,5,4,3,1,5,4,3,3,3,3,2,5,5,2,6,6,2,3,37,
1,6,6,6,6,6,6,5,2,3,1,2,6,5,5,2,5,5,5,4,5,3,4,6,2,2,3,39,
1,6,4,6,6,4,4,3,5,2,1,1,3,6,4,1,2,2,2,1,5,1,5,5,2,1,2,40,
1,5,5,6,6,6,5,6,1,1,3,1,6,6,5,4,4,4,3,1,6,1,5,1,4,2,4,26,
5,4,4,5,5,4,3,4,4,3,3,1,2,3,5,5,5,3,1,1,4,6,4,5,6,1,3,27,
2,5,2,5,4,5,4,1,5,5,2,5,1,6,5,4,4,2,4,5,2,6,1,6,6,2,3,41,
1,5,5,5,5,2,4,4,6,5,4,6,3,5,1,4,5,4,4,4,5,6,2,5,4,2,3,34,
1,6,6,6,6,3,4,1,1,4,1,1,6,6,6,1,1,2,1,1,5,6,3,4,3,2,3,23,
3,5,6,6,4,3,5,3,1,1,1,1,5,5,6,4,6,6,5,3,6,1,5,6,2,1,3,31,
6,6,6,6,6,5,6,5,1,1,5,5,4,2,5,2,3,1,3,5,5,5,4,5,3,2,3,38,
1,6,5,5,5,4,4,4,4,2,2,3,3,5,2,1,1,2,2,5,3,2,4,5,4,2,3,44,
3,6,1,5,6,6,3,3,2,4,1,1,5,6,6,3,5,2,3,2,6,3,6,6,1,2,3,31,
1,6,5,6,5,4,5,5,2,4,2,3,5,5,4,4,5,5,4,3,5,1,5,6,2,1,5,33,
3,2,3,4,2,NA,3,2,2,3,6,6,2,5,3,6,5,5,2,5,3,6,1,1,3,2,3,28,
1,5,5,5,6,6,6,6,1,1,1,2,5,6,6,1,1,1,1,1,6,6,5,4,2,1,3,46,
2,6,6,5,3,6,5,6,1,6,1,5,4,4,6,6,6,6,6,6,2,1,3,6,2,2,3,36,
4,5,5,6,6,3,5,6,5,3,6,6,5,6,5,5,3,2,1,5,5,6,4,1,5,2,3,28,
1,4,6,6,6,3,4,2,2,5,4,3,4,4,4,2,2,2,3,1,4,3,5,6,6,2,3,28,
3,6,6,6,5,6,5,6,1,2,3,1,5,6,5,1,3,2,1,1,5,1,5,6,1,2,3,42,
1,5,5,6,4,4,4,4,3,2,1,2,4,5,4,3,3,3,1,2,4,2,4,4,3,2,3,32,
2,5,2,1,3,4,2,4,4,5,4,4,2,4,3,3,5,5,4,1,5,2,3,3,2,2,3,19,
2,5,4,6,5,4,5,4,3,4,1,3,4,5,5,5,5,4,3,3,4,4,4,4,4,2,3,25,
4,5,5,6,5,4,6,6,4,4,1,5,4,4,5,3,5,4,4,4,5,4,5,4,5,2,5,37,
2,6,5,6,6,6,6,5,4,2,1,2,5,6,5,3,5,1,4,3,6,4,5,5,3,2,3,29,
6,2,5,6,2,6,5,3,5,3,5,2,4,5,6,6,6,6,5,6,5,5,4,4,6,2,3,32,
1,5,5,6,5,5,5,5,3,3,2,1,5,6,6,3,3,1,2,1,6,5,2,6,4,1,3,27,
1,6,4,4,4,4,4,6,2,2,6,6,5,5,6,2,4,4,1,2,6,4,5,6,2,2,3,27,
1,5,4,5,5,4,4,3,NA,4,3,2,4,5,4,4,5,5,6,5,5,6,3,6,2,1,3,39,
2,5,6,5,4,1,5,6,1,4,4,1,5,4,6,4,4,4,4,1,6,1,5,6,1,1,NA,45,
4,6,6,2,5,5,5,5,2,1,5,2,6,6,6,2,6,6,3,2,6,6,5,4,4,2,3,38,
1,5,5,6,5,4,4,4,1,2,4,2,5,6,5,3,3,2,1,2,6,1,5,5,2,2,1,22,
1,6,5,6,4,5,5,5,2,2,2,2,3,6,3,5,5,5,1,4,4,6,5,5,2,2,1,23,
5,6,2,6,5,4,5,4,2,4,5,2,3,5,4,1,3,1,2,3,6,2,2,1,1,2,3,25,
NA,6,6,NA,6,6,6,5,1,1,1,1,5,6,6,1,1,2,1,4,5,1,6,2,4,2,3,35,
2,6,5,6,5,4,6,5,1,2,4,4,5,5,6,2,2,4,2,1,5,1,3,5,4,2,3,33,
3,6,6,6,3,6,4,6,4,2,1,1,5,6,6,2,3,2,1,2,6,6,5,1,6,2,2,28,
1,6,6,6,6,5,6,6,2,4,6,4,5,5,5,2,1,1,2,4,6,1,4,6,2,2,3,43,
2,5,5,6,6,4,5,5,1,2,1,2,4,6,5,1,1,1,1,2,6,4,4,1,3,1,1,30,
3,4,4,6,4,4,4,3,4,4,1,5,4,3,3,5,5,4,3,3,4,5,4,4,4,2,3,27,
4,6,5,6,6,5,5,5,2,2,1,1,4,6,6,2,3,2,2,2,5,4,4,5,4,2,3,19,
2,6,4,6,5,4,4,2,4,4,2,2,6,6,5,1,2,5,4,2,5,2,6,6,1,2,2,23,
1,6,5,6,6,3,2,5,2,NA,1,1,4,6,6,3,3,3,3,2,6,2,4,6,2,2,3,31,
3,4,2,4,4,5,1,4,2,1,1,4,3,3,4,6,6,6,2,1,3,6,1,5,1,2,1,22,
1,6,6,4,5,4,3,4,4,4,3,6,6,3,6,1,3,1,3,1,5,3,6,4,1,1,3,40,
1,5,6,6,5,4,4,4,2,5,3,5,1,2,4,2,4,4,6,4,4,4,3,4,3,2,3,40,
1,6,6,6,6,2,NA,6,1,NA,6,5,6,6,6,4,1,6,4,5,6,1,5,5,1,2,3,55,
1,6,6,6,6,2,5,6,1,NA,6,5,6,6,6,4,1,6,4,5,6,1,5,5,1,2,3,55,
1,6,6,6,6,5,6,6,1,1,1,1,6,6,6,1,1,1,1,2,5,2,3,4,1,2,3,54,
1,5,4,5,4,4,2,3,NA,3,3,4,3,1,4,3,4,4,4,4,4,4,NA,5,1,2,1,53,
2,6,6,6,6,5,4,5,1,4,6,4,6,5,4,3,3,2,5,3,NA,1,5,6,1,1,3,20,
2,5,5,6,6,2,6,4,1,3,5,4,6,4,5,1,1,1,1,5,6,4,6,4,3,1,3,52,
1,6,6,6,6,6,6,5,2,1,5,6,6,5,6,1,2,1,2,1,6,1,6,6,1,2,3,25,
2,6,6,6,5,6,5,6,1,1,4,5,4,5,6,3,5,5,4,3,6,1,4,5,1,1,3,46,
3,4,4,4,4,4,4,4,2,4,5,3,4,4,4,2,2,3,5,2,5,2,4,5,5,1,3,19,
1,4,1,4,5,6,6,5,1,1,2,2,4,6,6,NA,5,NA,2,4,4,4,4,5,5,1,3,38,
2,5,5,4,3,4,2,5,4,3,3,3,4,4,5,4,5,4,3,5,5,1,4,4,2,2,3,27,
1,6,6,4,4,5,4,5,4,5,2,4,4,4,5,4,5,4,2,5,6,1,5,5,2,2,3,27,
2,5,6,4,6,6,6,6,1,2,4,3,5,4,6,2,3,3,2,2,6,1,6,6,1,1,3,34,
2,6,5,6,3,4,5,5,1,1,3,6,4,3,6,5,6,2,2,4,6,2,4,4,1,2,3,21,
4,6,6,5,6,6,6,6,1,1,1,1,6,6,6,4,2,1,1,2,6,4,6,6,2,2,2,29,
2,1,6,6,6,5,6,5,1,1,5,5,6,5,5,3,4,1,5,6,4,2,NA,2,5,2,3,27,
2,5,4,4,2,4,3,5,4,3,4,4,3,3,3,5,5,6,6,5,4,2,2,5,4,2,2,41,
2,5,5,5,1,5,5,2,4,2,2,2,NA,5,5,1,1,1,1,1,5,1,4,4,2,2,3,52,
3,5,3,6,1,4,3,3,5,5,3,6,1,2,2,6,6,6,5,6,3,6,1,6,4,2,3,30,
3,5,5,6,5,5,5,5,2,2,2,2,4,5,4,2,2,2,2,4,4,2,4,5,2,2,2,50,
4,4,4,4,4,5,4,4,1,2,4,3,3,4,5,4,5,3,4,3,3,5,4,3,3,2,3,43,
2,6,6,6,5,2,1,4,4,1,2,2,5,6,4,4,3,2,1,2,6,1,5,6,2,2,5,32,
4,3,1,3,3,6,4,4,2,2,3,4,3,4,5,5,5,6,6,6,5,5,4,6,3,1,3,19,
2,6,6,6,6,5,5,5,2,3,5,5,5,5,4,1,5,4,6,6,6,2,6,6,2,2,4,22,
3,6,4,6,5,5,5,5,2,4,5,2,4,5,5,1,1,2,2,5,4,4,5,4,4,2,3,21,
1,3,2,3,2,5,5,2,4,5,5,5,3,2,3,4,4,5,6,2,6,2,5,6,2,1,5,50,
1,6,6,4,6,5,5,6,1,2,5,2,4,5,3,4,3,5,4,6,5,1,3,5,6,2,4,27,
1,5,4,5,5,1,6,4,1,1,4,4,1,5,5,1,2,1,3,4,3,3,3,1,2,2,3,48,
4,4,2,4,4,4,4,4,3,4,3,5,2,2,4,2,3,3,4,4,2,2,4,4,2,2,NA,12,
1,4,4,5,5,3,1,2,2,2,4,5,2,3,5,2,NA,1,4,1,2,4,4,5,2,2,3,43,
2,5,5,6,5,6,5,4,2,2,1,1,6,6,6,2,2,2,2,1,6,2,6,4,2,1,3,37,
3,5,5,5,4,4,4,4,3,3,4,2,4,4,5,3,3,3,2,2,5,2,5,5,1,2,3,18,
2,5,4,5,5,4,4,4,3,3,4,3,3,4,5,3,4,2,3,3,5,2,5,5,2,2,3,18,
1,5,5,6,6,5,6,4,2,2,5,4,5,5,5,4,4,2,5,4,4,1,3,4,2,2,3,24,
4,6,6,6,6,4,3,1,3,2,1,4,4,6,5,3,6,6,2,1,5,4,3,5,1,2,3,23,
3,4,6,3,3,6,4,4,2,3,1,2,6,6,6,NA,6,4,2,3,6,3,6,4,NA,2,3,20,
1,6,6,6,6,6,5,4,1,1,5,3,4,5,6,3,5,2,2,2,1,2,5,3,2,2,2,32,
1,4,5,5,5,4,2,4,2,4,4,2,2,5,3,2,2,2,2,1,5,1,5,6,2,1,4,37,
1,6,6,6,5,6,5,5,1,2,5,5,4,5,2,2,3,5,2,2,6,2,5,4,2,1,3,19,
2,4,4,5,2,5,5,1,1,6,3,4,3,2,1,2,2,4,6,4,2,2,6,5,1,2,3,29,
2,5,2,6,4,6,5,4,1,2,2,2,5,5,5,1,1,1,1,1,5,1,3,5,2,2,3,20,
1,5,6,6,5,4,2,4,1,1,2,2,5,6,5,1,2,1,1,2,4,4,6,4,1,2,4,26,
2,4,2,5,4,5,5,4,4,6,5,5,2,2,4,4,5,5,6,4,6,1,6,6,1,2,4,33,
4,4,4,6,2,2,4,4,3,4,5,4,2,4,4,2,3,4,5,3,4,2,5,5,4,2,5,38,
1,5,6,6,6,6,5,5,1,5,1,6,6,6,5,4,5,5,1,1,4,1,6,3,3,1,2,26,
3,5,5,6,6,5,5,5,2,2,1,2,5,6,6,6,6,5,5,5,6,6,NA,6,5,2,3,30,
5,6,6,6,6,5,5,4,1,1,5,1,5,6,3,1,1,3,1,1,5,1,6,4,4,1,3,36,
1,6,6,6,6,6,5,5,3,1,5,4,4,4,5,1,1,2,4,2,6,2,4,6,1,2,3,41,
1,5,5,6,6,5,3,4,2,3,3,5,4,5,4,4,5,3,2,5,4,2,5,6,2,2,5,34,
1,6,5,6,4,4,2,4,5,3,1,6,4,4,1,4,5,4,4,1,1,1,2,5,1,2,3,35,
3,6,5,6,5,3,5,5,1,1,3,1,3,4,4,3,3,2,3,4,4,4,4,4,2,2,3,40,
6,1,1,1,1,6,6,6,1,1,6,6,1,1,6,6,6,6,6,1,6,1,6,6,1,2,3,33,
5,5,4,5,5,5,5,5,3,1,4,5,4,4,5,4,4,4,4,4,4,5,4,4,4,2,3,28,
1,6,5,2,5,5,5,3,3,5,1,1,4,6,4,5,5,6,5,5,4,2,4,3,2,2,3,29,
6,1,1,2,3,2,4,2,4,4,3,5,4,3,4,5,6,4,4,4,5,1,4,4,2,2,NA,17,
2,5,5,5,4,4,5,5,2,1,1,1,3,5,4,1,2,2,4,1,3,2,4,5,2,2,3,50,
2,NA,5,3,6,2,1,5,2,6,1,1,5,6,6,6,6,5,5,3,4,6,3,3,3,1,3,20,
5,5,5,6,3,4,5,5,2,2,4,6,4,5,4,5,5,5,4,4,5,4,1,2,5,2,3,19,
4,6,6,6,4,4,6,6,3,5,3,2,6,5,6,6,6,4,3,6,6,6,5,6,4,2,2,25,
2,5,4,4,4,3,4,3,4,5,2,4,4,4,4,5,5,2,4,6,4,5,3,4,3,2,3,31,
3,4,5,6,5,6,4,4,2,4,2,3,4,6,6,5,6,2,2,3,4,3,2,6,3,2,4,32,
2,6,6,6,6,5,5,5,2,4,2,4,5,6,5,4,5,2,2,1,5,1,5,6,2,2,3,32,
5,3,4,1,4,5,4,5,3,4,2,4,4,4,3,NA,5,3,4,3,6,1,5,6,2,2,3,19,
1,5,6,5,5,6,6,5,2,2,3,2,5,4,2,1,5,4,2,4,4,1,5,5,1,2,3,22,
2,6,3,6,5,6,6,6,1,1,4,2,1,2,2,4,5,4,5,4,4,2,4,5,3,2,3,23,
1,6,5,2,5,1,2,3,3,1,1,2,5,1,3,1,1,1,1,1,2,2,4,5,2,2,1,18,
1,NA,NA,NA,5,6,NA,NA,NA,2,NA,2,NA,6,NA,NA,3,4,NA,NA,NA,2,NA,4,NA,2,3,19,
4,6,6,6,6,4,6,5,3,3,5,5,6,6,5,1,4,6,4,3,6,5,6,5,NA,2,3,24,
NA,6,3,5,4,5,5,5,1,2,2,4,3,5,4,3,4,6,6,5,5,2,3,6,2,2,3,30,
2,6,6,NA,6,4,3,4,1,1,3,1,4,5,5,1,2,1,2,1,6,1,4,6,3,2,3,33,
5,5,5,6,5,6,6,4,4,4,6,5,2,3,3,4,5,2,4,1,5,5,4,6,1,1,2,51,
1,5,4,2,5,5,5,4,2,4,5,2,5,5,5,2,1,5,5,1,6,1,5,6,1,2,4,44,
4,5,6,1,5,6,5,4,2,5,1,4,3,5,6,5,6,6,5,1,4,4,5,4,1,2,3,23,
4,4,5,4,4,4,4,3,NA,4,5,4,3,4,3,5,5,2,4,4,3,3,4,6,5,1,3,22,
2,6,6,5,5,4,4,3,4,3,1,1,6,6,6,4,4,3,1,4,5,1,6,6,2,2,3,26,
2,5,5,6,4,4,4,2,3,5,2,5,4,4,4,4,4,4,5,4,4,3,4,5,2,2,3,24,
1,6,6,6,6,5,5,2,4,5,2,3,6,5,5,5,6,6,6,5,4,5,6,6,2,2,3,52,
1,6,5,6,6,6,6,6,1,1,1,1,5,6,6,1,1,1,1,1,6,1,6,5,2,2,3,43,
3,4,6,4,5,5,4,3,NA,4,4,3,4,5,4,4,3,3,2,1,5,2,4,4,5,1,3,25,
2,6,6,6,6,NA,5,2,1,2,1,1,5,6,5,1,3,2,2,3,6,2,6,5,3,2,3,26,
2,5,5,6,5,4,5,5,2,5,2,2,5,5,NA,2,2,4,2,2,5,4,5,5,2,2,2,26,
3,6,6,6,5,5,6,6,2,1,5,4,5,5,6,5,6,6,2,5,5,2,5,6,2,2,4,25,
1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,6,5,2,2,2,26,
3,4,4,4,4,5,3,4,3,5,4,4,2,3,4,5,6,6,4,5,4,2,3,5,4,2,2,41,
2,4,4,3,5,3,4,3,4,4,3,5,5,4,3,5,5,6,4,6,5,2,5,6,1,2,1,21,
2,6,6,6,5,6,6,5,3,3,4,5,4,4,4,3,5,3,3,3,4,2,5,6,4,2,3,23,
5,2,3,5,4,6,4,5,2,4,5,6,2,2,2,4,3,1,3,1,6,2,2,6,2,1,4,34,
1,6,6,6,6,6,5,6,1,1,2,3,3,6,5,2,2,2,1,1,5,1,4,6,1,2,3,41,
3,5,3,5,5,6,4,4,2,5,2,2,2,6,4,4,4,3,2,2,6,1,5,6,1,2,3,23,
1,6,5,6,5,6,5,5,4,2,4,5,4,5,5,3,3,5,4,6,4,5,6,5,4,1,2,24,
1,5,5,5,6,5,5,5,2,1,6,5,2,5,3,5,5,5,6,5,2,2,5,4,2,2,4,45,
3,4,5,6,5,4,6,4,1,1,2,2,5,5,6,3,3,3,2,1,6,3,5,4,5,2,3,43,
2,5,5,6,4,3,4,4,3,3,4,4,4,4,5,4,5,4,4,4,4,5,4,4,3,2,NA,15,
1,6,6,4,5,5,4,5,2,1,2,2,5,6,5,1,4,3,4,1,4,1,5,5,2,2,NA,15,
2,5,5,3,5,5,6,3,1,6,1,2,4,5,5,5,5,6,5,4,6,1,5,5,2,1,NA,16,
5,6,6,4,5,5,5,4,2,3,3,2,5,6,4,1,2,2,2,2,6,1,3,5,2,1,NA,16,
5,4,5,1,5,3,5,5,4,2,3,4,4,3,2,4,5,3,5,2,6,2,5,5,1,1,NA,15,
3,5,2,NA,5,4,3,3,3,5,4,4,3,4,2,4,4,2,2,1,5,1,4,5,2,1,NA,16,
1,6,5,6,5,4,5,5,1,2,1,2,4,5,4,1,2,2,1,2,5,1,4,5,2,2,4,27,
1,6,6,6,6,5,6,6,2,1,1,4,6,4,5,6,5,4,5,6,2,4,4,6,2,2,5,37,
1,5,6,6,1,3,5,5,2,2,2,1,4,6,4,1,1,2,3,3,5,3,4,2,5,2,2,25,
3,2,4,1,4,5,6,3,2,4,4,3,2,4,5,4,6,5,4,1,3,1,4,2,3,2,NA,16,
1,6,4,5,4,5,5,5,1,4,3,3,5,5,5,3,4,2,2,2,4,6,4,5,4,2,3,21,
5,6,3,2,2,5,6,6,1,2,5,3,4,5,4,2,5,3,3,5,6,1,6,6,5,1,NA,16,
4,4,3,3,3,3,3,3,3,4,3,4,3,6,3,3,3,4,3,3,3,3,3,3,3,1,NA,16,
2,3,4,4,5,3,2,5,4,6,3,2,4,5,2,2,4,1,2,1,3,3,3,4,3,1,3,27,
2,6,4,2,5,5,5,5,1,1,5,2,6,4,6,3,3,1,1,NA,6,4,4,6,1,2,3,27,
2,4,4,3,5,3,2,3,4,4,4,2,5,5,5,1,1,2,2,1,4,1,3,6,2,1,3,30,
2,5,5,6,5,5,5,5,5,4,6,4,3,5,2,2,2,2,3,3,6,2,4,6,5,1,3,23,
5,6,6,6,6,4,5,5,2,1,1,1,5,6,5,1,NA,2,1,2,4,3,5,4,3,1,3,41,
2,5,5,3,2,5,4,6,1,4,3,6,2,1,5,6,6,6,3,2,5,1,4,3,2,2,3,26,
2,6,5,6,5,6,6,6,1,5,2,2,4,5,4,1,4,4,1,2,5,6,3,4,3,2,3,17,
2,4,4,4,5,3,4,3,3,4,4,4,3,4,4,3,3,3,4,2,5,2,4,5,2,2,3,35,
