"Age","AvgG","Chdn","ExEd","CR","Sex","SecE","AvgE","FinalE"
22,8.3097,0,0,"0","0","1",3.364,"Pass"
33,9.4344,1,2,"0","0","1",3.966,"Pass"
20,6.7243,0,1,"0","0","0",2.302,"Pass"
33,9.1871,3,3,"0","0","0",3.145,"Pass"
31,7.1168,1,2,"0","0","0",2.54,"Pass"
30,8.8556,0,0,"0","0","1",4.088,"Pass"
25,7.2143,1,2,"0","0","0",2.502,"Pass"
30,7.4225,2,1,"1","0","0",2.465,"Pass"
20,6.9996,0,0,"1","0","0",2.45,"Pass"
23,8.6882,0,2,"0","0","0",3.879,"Pass"
21,8.0342,0,1,"0","0","0",3.105,"Pass"
20,6.9825,0,0,"0","0","1",2.446,"Pass"
25,7.7538,0,2,"0","0","0",2.778,"Pass"
24,7.8607,0,2,"0","0","0",3.166,"Pass"
27,7.1279,0,0,"0","0","0",2.576,"Pass"
24,5.9901,0,0,"0","0","0",1.964,"Fail"
35,9.9813,2,4,"0","0","0",3.103,"Pass"
31,7.7604,4,1,"0","1","0",2.658,"Pass"
31,6.3939,1,1,"0","1","0",2.142,"Pass"
41,7.4669,2,2,"0","0","0",2.824,"Pass"
28,6.8304,1,0,"0","0","0",2.462,"Pass"
25,7.6,1,0,"0","1","0",2.555,"Pass"
27,6.5112,1,0,"1","0","0",2.235,"Pass"
28,8.5509,1,1,"0","0","0",3.772,"Pass"
27,7.9166,0,0,"0","0","0",3.224,"Pass"
27,7.4479,1,0,"0","0","0",2.763,"Pass"
21,7.5566,0,1,"0","0","0",2.783,"Pass"
33,8.0691,2,0,"0","0","0",2.81,"Pass"
21,6.5955,0,0,"0","0","0",2.261,"Pass"
35,7.3629,2,0,"0","1","1",2.592,"Pass"
34,6.8443,1,1,"0","0","0",2.241,"Pass"
23,7.4779,0,1,"0","0","0",2.756,"Pass"
23,6.8116,0,1,"0","1","0",2.249,"Pass"
29,6.1496,1,0,"0","0","0",1.982,"Fail"
29,6.8799,1,2,"0","0","0",2.36,"Pass"
26,6.708,0,1,"0","0","0",2.226,"Pass"
20,5.0146,0,0,"0","0","0",1.605,"Fail"
27,8.3208,0,0,"0","0","0",3.647,"Pass"
23,5.6808,0,0,"0","0","1",1.669,"Fail"
28,8.7019,1,2,"0","1","0",3.003,"Pass"
43,7.7591,3,3,"0","0","0",2.732,"Pass"
21,9.0429,0,1,"0","1","0",3.152,"Pass"
40,6.0049,3,0,"0","0","0",1.837,"Fail"
19,4.8018,0,0,"0","1","0",1.478,"Fail"
25,7.6421,0,1,"0","0","0",2.992,"Pass"
25,7.8579,1,0,"0","0","0",3.115,"Pass"
23,7.4092,0,1,"0","0","0",2.664,"Pass"
22,7.802,0,1,"0","1","1",2.577,"Pass"
24,5.4204,0,0,"0","0","0",1.685,"Fail"
24,5.7979,0,0,"0","0","1",1.69,"Fail"
23,5.4436,0,0,"0","0","0",1.591,"Fail"
26,5.3066,1,0,"0","0","1",1.532,"Fail"
27,6.5817,0,0,"0","0","0",2.102,"Pass"
26,7.3005,0,0,"0","0","0",2.692,"Pass"
20,5.6149,0,0,"0","1","0",1.69,"Fail"
25,6.8923,1,1,"0","1","0",2.474,"Pass"
33,5.8249,2,0,"0","0","0",1.728,"Fail"
29,5.2449,1,0,"0","0","0",1.496,"Fail"
21,4.1218,0,1,"0","1","1",1.27,"Fail"
23,8.1156,0,3,"0","0","0",3.395,"Pass"
30,6.2508,1,0,"0","1","0",2.091,"Pass"
33,7.4202,1,0,"0","0","0",2.662,"Pass"
21,6.3678,0,0,"0","0","0",2.149,"Pass"
27,9.3535,1,3,"0","1","0",2.954,"Pass"
27,9.1094,0,3,"0","0","0",4.625,"Pass"
25,5.0235,1,0,"0","1","0",1.526,"Fail"
28,6.642,2,1,"0","1","0",2.221,"Pass"
21,5.6531,0,0,"0","1","0",1.823,"Fail"
23,6.0976,0,0,"0","1","0",2.218,"Pass"
37,7.0763,2,1,"1","0","1",2.442,"Pass"
29,5.6488,0,0,"0","0","0",1.755,"Fail"
28,7.637,1,0,"0","0","0",3,"Pass"
21,7.681,0,1,"0","0","0",2.767,"Pass"
21,6.9809,0,0,"0","0","0",2.338,"Pass"
25,7.4943,0,0,"0","0","0",2.774,"Pass"
25,7.2229,1,2,"0","0","0",2.644,"Pass"
25,7.4238,0,1,"0","0","0",2.844,"Pass"
22,7.6801,0,0,"0","0","1",2.876,"Pass"
30,6.6477,2,1,"0","1","0",2.261,"Pass"
26,8.1384,0,1,"0","0","0",3.264,"Pass"
21,6.9385,0,0,"0","0","0",2.503,"Pass"
31,6.6419,1,1,"0","0","0",2.2,"Pass"
20,6.2646,0,0,"0","0","1",1.966,"Fail"
26,6.2858,0,2,"0","0","0",1.959,"Fail"
23,7.7938,0,2,"0","1","0",2.591,"Pass"
19,6.814,0,0,"0","0","0",2.453,"Pass"
27,8.1639,0,0,"0","0","0",3.348,"Pass"
23,7.5238,0,1,"0","1","1",2.516,"Pass"
23,7.0107,0,1,"1","0","0",2.387,"Pass"
30,6.1201,1,1,"0","0","0",1.949,"Fail"
26,8.4463,1,2,"0","0","1",3.59,"Pass"
21,7.3235,0,0,"0","0","0",2.759,"Pass"
28,6.9033,1,0,"0","0","1",2.483,"Pass"
23,7.782,0,2,"0","1","0",2.883,"Pass"
42,6.8983,3,1,"0","0","0",2.475,"Pass"
23,5.9071,0,0,"0","0","0",1.871,"Fail"
21,5.485,0,0,"0","0","0",1.634,"Fail"
24,5.5376,0,0,"0","0","0",1.643,"Fail"
20,8.3355,0,0,"0","0","0",3.543,"Pass"
28,7.8,0,1,"0","0","0",2.813,"Pass"
28,6.7045,1,0,"0","1","0",2.221,"Pass"
30,7.8268,2,1,"0","0","0",3.004,"Pass"
26,6.2146,0,1,"0","0","1",1.902,"Fail"
39,7.8837,2,1,"0","0","0",2.819,"Pass"
20,8.4535,0,1,"0","0","0",3.703,"Pass"
22,9.2336,0,1,"0","0","0",4.747,"Pass"
19,8.4223,0,0,"0","0","0",3.482,"Pass"
27,6.8893,0,0,"0","0","0",2.401,"Pass"
25,6.4979,1,1,"0","0","0",2.226,"Pass"
23,8.6731,0,2,"0","0","1",3.958,"Pass"
21,7.2746,0,0,"0","0","0",2.691,"Pass"
23,6.5643,0,1,"0","0","0",2.251,"Pass"
24,7.8685,0,2,"0","0","0",3.169,"Pass"
24,8.4187,0,3,"0","0","1",3.741,"Pass"
21,7.2592,0,0,"0","0","0",2.535,"Pass"
27,9.4623,0,1,"0","1","0",2.841,"Pass"
31,7.703,0,0,"0","0","0",2.872,"Pass"
21,6.7833,0,1,"0","0","0",2.321,"Pass"
23,6.6284,0,1,"0","0","1",2.144,"Pass"
22,5.0421,0,1,"0","0","0",1.486,"Fail"
28,6.5256,0,0,"0","0","0",2.072,"Pass"
25,6.6446,0,0,"0","0","0",2.278,"Pass"
28,7.7349,1,1,"0","0","0",2.928,"Pass"
23,7.2656,0,2,"0","0","0",2.64,"Pass"
30,5.6402,1,0,"0","0","0",1.772,"Fail"
23,7.7529,0,1,"0","1","0",2.658,"Pass"
24,8.1596,1,1,"0","1","0",2.978,"Pass"
22,7.642,0,3,"1","1","0",2.709,"Pass"
22,8.5092,0,0,"0","1","0",3.005,"Pass"
25,5.5065,0,0,"0","1","0",1.628,"Fail"
24,6.7642,0,2,"0","0","0",2.399,"Pass"
27,6.8782,0,0,"0","1","0",2.268,"Pass"
23,5.7473,0,1,"0","0","0",1.778,"Fail"
20,6.782,0,0,"0","0","0",2.247,"Pass"
25,6.7011,0,0,"0","0","0",2.3,"Pass"
28,7.2918,1,1,"0","0","0",2.694,"Pass"
20,7.4304,0,0,"0","0","0",2.79,"Pass"
26,7.5279,0,1,"0","0","0",2.7,"Pass"
32,9.1335,0,4,"0","0","0",4.477,"Pass"
28,7.6574,0,1,"0","0","0",2.881,"Pass"
26,7.2505,0,0,"0","0","0",2.671,"Pass"
31,8.9838,1,2,"0","1","0",2.953,"Pass"
24,6.4083,0,0,"0","1","0",2.032,"Pass"
28,7.9828,0,2,"0","0","1",3.142,"Pass"
26,7.4843,1,2,"0","1","0",2.774,"Pass"
20,5.9233,0,1,"0","0","0",1.758,"Fail"
21,6.9645,0,0,"0","0","0",2.471,"Pass"
22,6.924,0,2,"0","0","0",2.402,"Pass"
32,6.5077,1,1,"0","0","0",2.177,"Pass"
34,7.2118,1,0,"0","0","1",2.478,"Pass"
27,7.016,0,1,"0","0","0",2.421,"Pass"
33,7.5684,2,0,"0","0","0",2.685,"Pass"
35,5.5111,2,1,"0","0","0",1.592,"Fail"
21,8.1348,0,2,"0","0","0",3.174,"Pass"
24,6.7034,0,2,"0","0","0",2.172,"Pass"
23,9.8078,0,0,"0","0","0",4.566,"Pass"
20,7.7199,0,1,"0","0","0",2.78,"Pass"
28,7.8431,0,0,"0","1","0",2.918,"Pass"
22,7.0993,0,0,"0","0","0",2.405,"Pass"
41,9.2325,2,1,"0","0","0",3.043,"Pass"
20,6.4925,0,1,"0","1","0",2.236,"Pass"
38,6.4123,2,0,"0","0","0",3.165,"Pass"
27,4.9234,0,2,"0","1","0",1.428,"Fail"
23,7.5613,0,2,"0","0","0",2.665,"Pass"
19,5.5299,0,0,"0","0","0",1.645,"Fail"
21,6.0457,0,0,"0","1","1",2.087,"Pass"
30,9.0667,1,1,"0","0","0",3.992,"Pass"
25,7.6074,0,1,"0","0","0",2.703,"Pass"
29,7.4469,1,1,"0","0","0",2.771,"Pass"
27,5.6327,1,0,"0","0","0",1.756,"Fail"
25,8.878,0,1,"0","0","0",4.115,"Pass"
24,8.6609,0,0,"0","0","0",4.084,"Pass"
21,8.4985,0,0,"0","0","0",3.591,"Pass"
20,8.4214,0,0,"0","0","0",3.64,"Pass"
23,9.1082,0,2,"0","0","1",4.386,"Pass"
27,6.4088,1,2,"0","1","0",2.161,"Pass"
19,6.2772,0,0,"0","0","0",1.944,"Fail"
28,7.0248,0,0,"0","0","0",2.573,"Pass"
20,6.0143,0,0,"0","0","0",1.979,"Fail"
25,6.8032,0,2,"0","0","0",2.416,"Pass"
33,8.7763,2,1,"0","1","0",3.073,"Pass"
23,5.7877,0,0,"0","1","0",1.799,"Fail"
32,6.1008,1,0,"0","0","0",1.891,"Fail"
22,6.4275,0,0,"0","1","0",2.165,"Pass"
21,6.0139,0,0,"0","1","0",2.141,"Pass"
28,8.0929,0,0,"0","0","0",3.4,"Pass"
39,7.7363,1,3,"0","0","0",3.007,"Pass"
28,6.1027,0,0,"0","0","0",1.905,"Fail"
22,5.9835,0,0,"0","0","0",1.953,"Fail"
33,8.716,1,0,"0","1","0",2.97,"Pass"
31,6.9724,1,1,"0","0","0",2.39,"Pass"
22,8.2914,0,2,"0","0","0",3.388,"Pass"
28,7.3914,0,3,"0","0","0",2.667,"Pass"
26,5.442,0,0,"0","0","0",1.677,"Fail"
32,5.5194,1,0,"0","0","1",1.651,"Fail"
25,7.1195,1,1,"0","0","0",2.408,"Pass"
27,7.0871,1,0,"0","0","0",2.5,"Pass"
19,7.7714,0,0,"0","0","0",2.947,"Pass"
23,7.383,0,2,"0","0","0",1.708,"Fail"
21,4.2211,0,0,"0","0","0",1.438,"Fail"
22,7.4698,0,0,"0","0","0",2.86,"Pass"
28,5.6677,1,0,"0","0","0",3.825,"Pass"
25,6.722,0,0,"0","0","0",2.339,"Pass"
25,9.6542,1,4,"0","0","0",3.891,"Pass"
32,7.6157,1,1,"0","0","1",2.998,"Pass"
26,8.508,1,2,"0","0","0",3.862,"Pass"
23,5.4888,0,0,"0","0","0",1.585,"Fail"
20,6.4672,0,1,"0","0","0",2.15,"Pass"
26,6.7294,0,0,"0","0","0",2.282,"Pass"
31,6.5608,1,0,"0","0","0",2.201,"Pass"
29,8.7691,1,0,"0","0","0",3.834,"Pass"
20,7.5343,0,0,"0","0","0",2.705,"Pass"
23,8.325,0,1,"0","0","0",3.576,"Pass"
27,5.6551,0,0,"0","0","0",1.638,"Fail"
28,7.3671,1,0,"0","0","0",2.544,"Pass"
26,7.7538,0,1,"0","0","0",3.026,"Pass"
22,7.9786,0,1,"0","0","0",3.095,"Pass"
25,5.8404,0,0,"0","0","0",1.826,"Fail"
25,6.4833,0,0,"0","0","0",2.111,"Pass"
28,8.1983,0,1,"0","0","0",3.311,"Pass"
28,8.505,1,1,"1","0","0",3.029,"Pass"
25,5.8569,0,0,"0","0","0",1.803,"Fail"
34,6.3279,1,0,"0","0","0",2.07,"Pass"
21,8.6804,0,2,"0","0","1",4.066,"Pass"
20,6.049,0,0,"0","0","0",1.849,"Fail"
19,5.0865,0,0,"0","0","0",1.443,"Fail"
21,7.6256,0,0,"0","0","0",2.894,"Pass"
20,6.544,0,0,"0","1","0",2.174,"Pass"
25,6.6302,0,0,"0","0","0",2.237,"Pass"
31,6.1788,2,0,"0","0","0",1.999,"Fail"
23,5.4449,0,3,"0","0","0",1.631,"Fail"
24,8.9636,0,2,"1","0","0",2.972,"Pass"
22,8.2421,0,1,"0","0","0",3.372,"Pass"
27,6.567,1,1,"0","1","0",2.26,"Pass"
21,7.172,0,0,"0","1","0",2.395,"Pass"
20,6.0078,0,0,"0","1","0",2.077,"Pass"
29,6.7492,1,0,"0","0","0",2.224,"Pass"
27,9.1961,1,3,"0","0","0",4.138,"Pass"
24,6.6492,0,0,"0","0","0",2.292,"Pass"
34,6.566,1,0,"0","0","0",2.135,"Pass"
22,8.7287,0,1,"0","0","0",4.155,"Pass"
29,7.4055,1,1,"0","0","0",2.821,"Pass"
38,7.4574,2,0,"0","0","0",2.868,"Pass"
22,5.6221,0,0,"0","0","0",1.631,"Fail"
25,8.3196,0,0,"0","0","1",3.397,"Pass"
32,7.094,1,0,"0","0","1",2.496,"Pass"
22,6.9926,0,1,"0","0","0",2.324,"Pass"
23,8.0516,0,0,"0","1","1",2.958,"Pass"
36,7.5552,2,2,"0","0","0",2.824,"Pass"
30,5.824,1,0,"0","0","0",1.759,"Fail"
22,7.2381,0,1,"0","0","1",2.603,"Pass"
30,7.4518,1,2,"0","0","0",2.812,"Pass"
36,7.187,1,1,"0","0","0",2.634,"Pass"
24,8.2465,0,1,"0","0","0",3.252,"Pass"
24,5.8474,0,1,"0","0","0",1.907,"Fail"
24,8.5219,0,1,"0","0","0",3.666,"Pass"
23,8.3992,0,1,"0","0","1",3.527,"Pass"
27,7.9078,0,1,"0","1","0",2.755,"Pass"
29,7.01,1,2,"0","0","0",2.417,"Pass"
21,5.0593,0,0,"0","1","0",1.427,"Fail"
27,8.328,1,1,"0","0","0",3.427,"Pass"
23,6.7809,0,0,"0","1","0",2.287,"Pass"
27,8.9584,1,1,"0","1","0",3.139,"Pass"
20,7.1075,0,1,"0","0","0",2.407,"Pass"
35,5.5184,2,1,"0","0","0",1.665,"Fail"
26,5.3123,1,0,"0","0","0",1.669,"Fail"
27,8.4093,0,2,"0","0","0",3.499,"Pass"
21,4.7538,0,0,"0","0","0",1.486,"Fail"
30,4.9507,2,0,"0","0","0",1.531,"Fail"
28,6.8272,1,0,"0","0","0",2.319,"Pass"
22,6.4097,0,0,"0","1","1",2.091,"Pass"
25,9.3431,0,1,"0","0","0",4.686,"Pass"
26,5.9147,0,1,"0","0","0",1.747,"Fail"
26,7.9649,1,1,"0","0","0",3.228,"Pass"
28,8.2465,1,1,"0","0","0",3.469,"Pass"
24,6.7116,0,2,"0","0","0",2.18,"Pass"
25,5.8105,0,1,"0","1","0",1.85,"Fail"
20,7.0061,0,1,"0","0","0",2.515,"Pass"
25,7.4197,0,1,"0","1","0",2.485,"Pass"
29,9.0681,1,2,"0","1","0",2.909,"Pass"
22,6.5491,0,0,"0","0","0",3.158,"Pass"
21,6.7978,0,0,"0","0","0",2.355,"Pass"
26,8.985,1,1,"0","1","1",2.91,"Pass"
19,6.8046,0,0,"0","0","0",2.331,"Pass"
32,6.8512,0,0,"0","0","0",2.378,"Pass"
29,9.3882,1,4,"0","0","0",3.907,"Pass"
37,8.1239,1,2,"0","0","0",3.233,"Pass"
29,7.2723,1,3,"0","0","1",2.614,"Pass"
23,8.0586,0,1,"0","0","1",3.311,"Pass"
23,8.8011,0,0,"0","0","0",4.151,"Pass"
34,6.0974,1,0,"0","0","0",1.914,"Fail"
26,6.5693,0,1,"0","0","1",2.226,"Pass"
29,8.4608,1,2,"0","0","0",3.576,"Pass"
30,6.8334,1,0,"0","0","0",2.435,"Pass"
26,7.8689,1,1,"0","0","0",3.099,"Pass"
20,7.8712,0,1,"0","1","1",2.863,"Pass"
26,7.2688,0,3,"0","0","0",2.693,"Pass"
27,6.7383,0,1,"0","0","0",2.167,"Pass"
25,7.1401,0,2,"0","0","0",2.501,"Pass"
36,8.2902,2,2,"0","0","0",2.835,"Pass"
26,7.5722,0,0,"0","0","0",2.702,"Pass"
24,5.9548,0,1,"0","1","0",2.021,"Pass"
36,8.3174,1,1,"0","0","0",3.428,"Pass"
23,7.4394,0,2,"0","0","0",2.816,"Pass"
30,7.8547,1,1,"0","0","1",2.977,"Pass"
24,6.7383,0,0,"0","0","0",2.341,"Pass"
22,5.7911,0,0,"0","1","0",1.779,"Fail"
19,6.4392,0,0,"0","0","1",2.088,"Pass"
23,5.1887,0,0,"0","0","0",1.525,"Fail"
26,7.0498,0,3,"0","0","0",2.374,"Pass"
32,7.648,2,3,"0","0","0",2.718,"Pass"
26,5.1573,0,0,"0","0","0",1.467,"Fail"
25,6.5448,0,0,"0","0","0",2.216,"Pass"
21,7.5283,0,1,"0","0","0",2.695,"Pass"
24,6.362,0,0,"0","1","0",2.015,"Pass"
25,6.3307,0,0,"0","0","0",2.039,"Pass"
37,6.8374,1,1,"0","0","0",2.36,"Pass"
22,9.0606,0,3,"0","0","0",4.602,"Pass"
27,5.0931,0,0,"0","0","1",1.454,"Fail"
31,6.9283,1,0,"0","0","0",2.456,"Pass"
36,7.3356,1,1,"0","0","0",2.63,"Pass"
23,8.5741,0,1,"0","0","0",3.778,"Pass"
33,7.6308,1,0,"0","0","0",2.748,"Pass"
22,8.2821,0,0,"0","0","0",3.393,"Pass"
27,8.0758,1,0,"0","0","1",3.19,"Pass"
28,7.4033,1,1,"0","0","0",2.8,"Pass"
25,7.2027,0,2,"0","0","0",2.572,"Pass"
24,6.1575,0,0,"1","1","0",2.069,"Pass"
20,7.2504,0,0,"0","0","0",2.716,"Pass"
33,9.7687,2,2,"0","0","0",2.958,"Pass"
22,7.5614,0,2,"0","0","0",2.696,"Pass"
27,5.9191,0,0,"0","0","0",1.921,"Fail"
20,6.6619,0,0,"0","0","1",2.293,"Pass"
39,7.0757,4,2,"0","0","0",2.418,"Pass"
20,8.2966,0,1,"0","1","0",3.024,"Pass"
23,7.8229,0,0,"0","0","0",3.018,"Pass"
19,6.4673,0,0,"0","1","0",2.098,"Pass"
25,7.2234,0,1,"0","0","0",2.634,"Pass"
23,6.6685,0,2,"0","1","0",2.301,"Pass"
24,7.8695,0,1,"0","0","0",3.177,"Pass"
21,8.2807,0,1,"0","0","1",3.549,"Pass"
22,8.6353,0,2,"0","0","0",3.818,"Pass"
23,7.613,0,1,"0","0","0",2.824,"Pass"
28,5.8355,0,1,"0","0","0",1.89,"Fail"
32,5.5748,1,0,"0","0","0",1.692,"Fail"
24,6.6909,0,3,"0","1","0",2.215,"Pass"
31,8.6808,1,2,"0","0","0",3.88,"Pass"
26,7.5805,1,2,"0","1","1",2.774,"Pass"
33,7.0935,1,0,"0","1","0",2.475,"Pass"
21,6.8381,0,1,"0","0","0",2.303,"Pass"
18,5.9212,0,0,"0","0","0",1.81,"Fail"
24,8.0043,0,0,"0","0","0",3.268,"Pass"
23,8.1319,0,0,"0","0","0",3.284,"Pass"
36,9.2162,4,1,"0","1","0",2.964,"Pass"
27,7.5403,1,0,"0","0","1",2.803,"Pass"
27,7.5173,0,1,"0","0","0",2.687,"Pass"
27,6.5687,1,1,"0","0","0",2.093,"Pass"
20,4.3268,0,0,"0","0","0",1.409,"Fail"
20,7.5073,0,0,"0","0","0",2.756,"Pass"
27,9.5644,0,2,"0","1","0",3.096,"Pass"
22,9.902,0,2,"0","1","1",2.956,"Pass"
24,5.262,0,0,"0","0","0",1.565,"Fail"
30,6.7557,1,1,"0","0","0",2.323,"Pass"
22,5.5914,0,0,"0","1","0",1.794,"Fail"
24,6.4711,0,1,"0","0","0",2.053,"Pass"
25,8.1093,0,1,"0","0","0",3.148,"Pass"
22,8.1117,0,2,"0","1","0",2.733,"Pass"
28,7.7816,0,2,"0","0","0",2.858,"Pass"
23,8.3592,0,2,"0","0","0",3.6,"Pass"
24,5.1768,0,1,"0","0","0",1.564,"Fail"
23,6.9505,0,1,"0","0","0",2.522,"Pass"
23,7.7821,0,0,"0","0","0",2.996,"Pass"
27,8.7963,1,3,"0","0","0",4.028,"Pass"
28,7.1163,1,0,"0","0","0",2.492,"Pass"
21,7.2082,0,1,"0","0","0",2.545,"Pass"
22,7.7815,0,0,"0","0","0",3.005,"Pass"
21,6.8873,0,1,"0","0","0",2.38,"Pass"
23,4.8589,0,0,"0","0","0",1.491,"Fail"
23,7.4359,0,0,"0","0","0",2.673,"Pass"
33,8.3776,1,1,"0","0","0",3.514,"Pass"
23,6.2123,0,1,"0","0","0",1.92,"Fail"
32,8.3898,2,2,"0","0","0",3.04,"Pass"
20,7.2968,0,0,"0","1","1",2.506,"Pass"
27,5.6754,0,1,"0","0","0",1.743,"Fail"
26,8.4146,1,0,"0","0","0",3.666,"Pass"
20,7.4503,0,0,"0","1","0",2.636,"Pass"
21,6.7217,0,1,"0","0","0",2.322,"Pass"
28,6.6707,1,1,"0","0","0",2.269,"Pass"
22,7.4039,0,2,"1","0","0",2.607,"Pass"
24,8.1138,0,2,"0","0","0",3.178,"Pass"
28,6.7995,1,0,"0","0","0",2.281,"Pass"
29,6.9581,1,0,"0","0","1",2.402,"Pass"
28,6.1736,0,0,"0","1","0",2.179,"Pass"
23,6.3703,0,1,"0","0","0",1.985,"Fail"
21,6.0745,0,0,"0","0","0",1.946,"Fail"
21,8.1579,0,1,"0","0","0",3.366,"Pass"
30,6.2185,2,2,"1","0","0",1.974,"Fail"
30,8.4693,2,1,"1","0","0",3.03,"Pass"
31,7.4265,2,0,"0","1","0",2.627,"Pass"
19,5.5642,0,0,"0","1","0",2.104,"Pass"
22,7.4438,0,1,"0","0","0",2.687,"Pass"
27,6.0919,2,1,"0","1","0",2.051,"Pass"
20,7.9552,0,0,"0","0","0",3.125,"Pass"
26,5.6296,1,0,"0","1","0",1.688,"Fail"
26,5.5559,0,0,"0","1","0",1.771,"Fail"
26,5.5775,0,0,"0","0","0",1.644,"Fail"
28,6.5775,0,1,"0","0","0",2.19,"Pass"
24,5.8995,0,0,"0","0","0",1.933,"Fail"
25,7.63,1,2,"0","1","1",2.743,"Pass"
22,7.7896,0,2,"0","1","0",2.617,"Pass"
26,6.5964,1,2,"0","1","0",2.227,"Pass"
28,8.2965,0,1,"0","0","0",3.556,"Pass"
21,4.7304,0,0,"0","0","0",1.386,"Fail"
24,6.2547,0,1,"0","0","0",2.093,"Pass"
19,6.6576,0,0,"0","0","0",2.315,"Pass"
24,8.1837,0,0,"0","0","0",3.338,"Pass"
20,7.9994,0,1,"0","1","0",2.926,"Pass"
35,9.1009,1,2,"0","0","0",4.04,"Pass"
23,6.44,0,1,"0","1","0",2.149,"Pass"
25,4.8258,0,0,"0","0","0",1.392,"Fail"
26,5.0685,0,0,"0","0","0",1.441,"Fail"
31,6.2222,2,2,"0","0","0",1.959,"Fail"
20,6.5043,0,1,"0","1","0",2.245,"Pass"
19,6.301,0,0,"0","0","0",2.141,"Pass"
21,5.6328,0,0,"0","0","0",1.683,"Fail"
29,7.1175,1,1,"0","0","0",2.53,"Pass"
24,7.2515,0,1,"0","0","0",2.557,"Pass"
33,8.0238,2,3,"0","1","1",2.662,"Pass"
24,6.9413,0,3,"0","0","0",2.447,"Pass"
20,5.7348,0,0,"0","0","0",1.852,"Fail"
21,9.4937,0,2,"0","1","1",3.132,"Pass"
34,5.7683,4,0,"0","1","0",1.871,"Fail"
20,6.7682,0,0,"0","1","0",2.386,"Pass"
29,8.2073,1,2,"0","0","1",3.262,"Pass"
27,6.9732,0,0,"0","0","0",2.492,"Pass"
27,6.9349,0,1,"0","0","0",2.42,"Pass"
28,8.3352,1,2,"0","0","1",3.453,"Pass"
30,6.5427,1,1,"0","0","0",2.212,"Pass"
22,7.2703,0,1,"0","0","0",2.536,"Pass"
25,4.6293,1,1,"0","0","1",1.352,"Fail"
29,4.9273,2,0,"0","0","0",1.579,"Fail"
20,7.6503,0,1,"0","0","0",3.002,"Pass"
22,5.3472,0,0,"0","0","0",1.564,"Fail"
22,6.973,0,2,"0","0","0",2.412,"Pass"
27,6.5843,1,0,"0","0","0",2.256,"Pass"
22,8.1874,0,0,"0","1","0",2.934,"Pass"
21,5.1527,0,1,"0","0","0",1.583,"Fail"
29,8.3688,1,1,"0","0","0",3.555,"Pass"
28,6.5068,0,0,"0","0","0",2.205,"Pass"
42,6.2126,2,0,"0","0","0",2.04,"Pass"
24,9.6834,0,2,"0","1","1",4.58,"Pass"
20,5.4117,0,0,"0","0","0",1.721,"Fail"
24,9.5403,0,4,"0","0","1",4.584,"Pass"
22,7.9739,0,1,"0","1","0",2.734,"Pass"
30,8.5418,1,1,"0","1","0",2.809,"Pass"
22,8.0764,0,0,"0","0","0",3.192,"Pass"
30,7.6172,2,1,"0","0","0",2.688,"Pass"
22,4.9032,0,0,"0","1","0",1.42,"Fail"
27,5.4096,0,1,"1","0","1",1.553,"Fail"
31,6.5897,1,0,"0","0","0",2.249,"Pass"
19,9.1796,0,0,"0","0","0",4.677,"Pass"
25,7.3487,0,0,"0","0","1",2.687,"Pass"
21,6.7583,0,0,"0","0","0",2.395,"Pass"
21,7.9579,0,1,"1","0","0",2.86,"Pass"
29,6.4096,1,0,"0","0","0",2.184,"Pass"
21,7.5371,0,2,"0","1","0",2.51,"Pass"
29,8.241,1,0,"0","0","1",3.5,"Pass"
30,9.062,1,2,"0","0","0",3.949,"Pass"
21,6.766,0,0,"0","0","0",2.362,"Pass"
23,6.0764,0,0,"0","0","0",1.908,"Fail"
28,7.4659,1,3,"0","0","0",2.598,"Pass"
23,4.8556,0,0,"0","0","0",1.531,"Fail"
20,6.7873,0,1,"0","0","0",2.264,"Pass"
39,7.1741,1,2,"0","0","0",2.578,"Pass"
28,5.239,0,1,"0","0","0",1.609,"Fail"
26,6.6021,1,0,"0","0","0",2.172,"Pass"
31,6.3738,2,0,"0","0","0",2.008,"Pass"
24,9.1646,0,3,"0","0","0",4.523,"Pass"
39,7.2815,3,0,"0","0","0",2.506,"Pass"
25,7.9196,1,1,"0","1","1",2.931,"Pass"
22,8.7189,0,2,"0","0","0",3.922,"Pass"
21,6.4792,0,1,"0","0","0",2.179,"Pass"
25,6.2269,0,0,"1","0","0",1.95,"Fail"
26,9.006,0,1,"0","0","0",4.54,"Pass"
25,7.7668,0,2,"0","1","0",2.796,"Pass"
25,5.433,1,1,"0","0","0",1.576,"Fail"
32,7.6769,2,2,"0","0","0",2.686,"Pass"
22,6.1794,0,1,"0","0","0",2.066,"Pass"
26,7.4064,0,2,"0","0","0",2.624,"Pass"
22,6.3414,0,1,"0","0","0",2.042,"Pass"
20,7.1157,0,0,"0","0","0",2.563,"Pass"
24,9.3752,0,1,"0","0","0",4.74,"Pass"
21,6.4394,0,0,"0","0","0",2.06,"Pass"
28,8.2022,0,2,"0","0","0",3.246,"Pass"
22,8.1433,0,0,"0","0","0",3.363,"Pass"
25,4.7825,0,2,"0","0","0",1.396,"Fail"
21,6.8671,0,1,"0","0","1",2.246,"Pass"
22,4.4414,0,0,"0","0","0",1.398,"Fail"
21,6.7914,0,1,"0","1","0",2.333,"Pass"
19,6.978,0,0,"0","0","0",2.418,"Pass"
