"","Q01","Q02","Q03","Q04","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23"
"565",4,5,4,1,4,1,1,4,4,1,4,1,1,1,1,1,4,1,4,1,1,4,2
"566",3,5,3,3,4,3,1,4,5,1,3,1,2,1,1,3,2,1,5,2,1,3,3
"567",4,3,3,4,4,4,3,3,4,4,3,4,4,4,2,4,4,4,5,2,2,2,2
"568",4,3,5,3,4,2,2,3,2,4,2,2,3,2,2,3,2,3,4,2,3,4,2
"569",4,4,4,4,2,2,1,4,4,3,4,2,2,2,2,3,2,3,4,1,2,4,4
"570",3,4,4,2,3,4,3,3,2,4,3,3,3,4,3,4,3,4,2,2,2,3,3
"571",4,5,4,2,4,1,1,5,5,3,5,3,2,2,3,4,4,2,5,4,4,5,2
"572",2,4,4,2,3,4,2,3,2,3,3,2,3,1,3,4,2,1,4,2,1,3,2
"573",4,3,2,3,3,3,2,4,3,3,4,3,4,2,3,2,3,3,3,3,4,3,3
"574",3,3,3,2,3,3,3,3,4,4,4,3,4,3,4,3,4,3,2,2,2,3,2
"575",4,3,3,4,4,2,2,3,2,3,4,3,3,2,4,4,3,3,5,3,3,2,2
"576",4,4,5,4,4,4,3,4,5,4,3,3,4,3,3,3,3,4,5,1,3,4,4
"577",4,5,4,3,4,4,3,3,5,4,4,3,4,4,2,4,4,4,4,2,3,2,2
"578",1,5,4,2,2,3,3,3,3,4,3,2,1,3,3,1,3,1,4,2,2,4,1
"579",3,5,4,3,4,5,4,4,2,4,4,3,3,4,4,3,4,3,3,2,4,4,2
"580",3,3,2,3,4,5,3,4,2,5,5,4,4,4,4,3,5,4,2,4,2,1,1
"581",4,5,5,3,3,3,2,4,5,4,3,1,4,3,4,4,4,3,4,1,2,4,1
"582",3,4,5,2,3,4,3,3,4,3,4,2,3,3,2,3,3,3,4,3,3,3,3
"583",3,4,3,3,4,4,3,3,2,3,4,3,4,4,4,3,4,4,3,4,3,3,4
"584",3,5,2,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,5,3,3,2,2
"585",3,4,3,4,2,4,2,4,2,3,4,3,3,3,4,4,3,3,3,2,4,4,2
"586",2,4,3,4,3,5,4,4,4,5,5,4,4,4,4,3,4,4,5,3,3,3,3
"587",3,5,5,3,1,4,3,3,5,3,3,3,3,2,4,3,3,3,4,3,3,4,2
"588",4,4,4,2,4,4,2,4,2,4,5,2,2,2,3,3,4,4,4,2,2,3,2
"589",4,5,5,4,4,3,2,4,4,4,4,2,3,3,5,3,4,3,5,3,2,5,1
"590",4,4,3,4,4,5,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,2,2
"591",4,5,3,4,4,5,4,5,1,5,5,2,5,4,3,3,4,5,2,2,1,2,3
"592",4,5,5,3,3,2,2,4,5,4,4,2,4,2,1,3,4,2,5,1,1,5,3
"593",3,5,5,1,3,4,4,4,5,3,4,2,2,3,4,2,4,4,4,1,3,5,3
"594",3,4,3,3,3,3,2,4,2,4,4,4,4,3,4,3,4,4,2,3,4,4,2
"595",5,4,2,5,4,5,5,4,4,4,4,4,5,5,4,4,4,4,4,3,3,3,3
"596",5,5,1,4,4,5,4,5,1,4,4,4,5,5,5,4,4,5,4,4,4,2,2
"597",4,3,2,4,3,4,4,4,1,4,5,5,5,4,4,4,4,5,2,3,3,3,3
"598",3,4,3,4,3,2,2,5,4,4,4,3,4,2,3,3,4,4,3,2,3,2,2
"599",4,5,3,3,3,4,4,3,3,2,3,1,2,2,3,3,3,3,5,2,2,4,4
"600",4,3,2,3,4,4,4,4,1,3,4,4,4,3,2,3,3,2,2,3,4,3,3
"601",4,5,4,3,3,3,3,4,5,2,3,3,3,3,2,3,3,3,4,1,2,4,3
"602",3,4,4,2,2,4,3,3,2,3,4,2,3,3,2,2,3,3,3,3,3,3,2
"603",4,5,4,4,3,4,4,4,4,4,4,3,4,3,2,4,3,4,4,2,4,4,4
"604",3,4,2,3,4,5,2,3,2,3,4,4,5,3,4,2,3,2,4,3,2,4,2
"605",3,2,3,3,3,2,2,2,1,4,3,3,3,2,4,3,2,1,4,1,2,3,2
"606",3,5,5,2,3,3,2,3,5,4,3,2,3,3,4,2,2,3,4,1,1,4,1
"607",3,5,5,4,5,5,3,3,5,5,2,3,3,4,1,3,3,4,4,1,3,5,1
"608",4,5,4,4,2,5,4,4,5,4,4,3,4,4,4,3,4,4,5,4,3,4,2
"609",4,5,2,4,4,5,4,4,5,4,4,4,5,4,4,4,4,5,4,2,3,5,3
"610",3,4,4,4,3,2,2,3,4,3,3,3,2,2,4,2,4,3,5,2,2,4,2
"611",3,5,4,2,3,3,2,1,2,4,1,2,2,3,3,2,1,1,5,2,2,2,1
"612",2,5,5,2,2,1,1,5,5,1,3,2,3,4,1,2,5,3,5,1,1,1,2
"613",4,5,3,3,3,4,4,4,4,4,4,2,3,3,2,3,4,3,4,2,4,4,2
"614",4,4,3,2,2,4,2,4,2,4,4,2,2,4,2,4,3,4,4,2,2,4,2
"615",3,5,3,3,3,4,3,4,3,4,4,3,3,4,3,4,3,5,3,3,3,3,2
"616",3,5,4,2,3,4,2,4,5,3,4,1,4,1,4,3,4,4,5,1,2,5,2
"617",4,5,4,4,3,4,3,4,4,4,4,3,3,3,2,3,3,3,4,1,2,4,4
"618",4,4,2,4,5,5,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,2,2
"619",4,4,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,4
"620",4,5,4,3,3,5,3,4,5,4,3,3,4,3,3,3,2,3,4,2,2,3,4
"621",5,5,3,4,5,3,3,5,1,5,4,3,4,4,3,3,5,5,4,5,4,3,1
"622",5,4,3,3,4,5,3,4,1,5,5,3,5,4,4,3,4,5,2,1,3,2,2
"623",3,5,4,1,3,5,3,1,5,3,4,3,4,3,2,3,1,4,2,3,3,2,1
"624",4,3,1,4,4,5,4,4,2,3,5,3,4,4,4,4,4,4,2,3,3,2,2
"625",3,5,4,2,2,4,2,4,4,4,4,2,3,2,4,2,4,3,2,2,2,3,2
"626",5,4,3,2,4,4,2,3,2,4,2,1,2,4,4,3,2,1,2,4,1,4,4
"627",2,5,4,1,2,3,2,4,5,2,4,2,3,1,1,1,2,3,5,2,1,4,2
"628",4,4,3,3,4,4,3,4,1,4,4,3,3,3,4,4,4,4,5,3,3,2,1
"629",5,5,5,4,4,1,3,4,5,3,3,3,2,1,2,4,3,2,4,2,3,3,3
"630",4,5,4,3,4,4,4,4,3,4,4,3,4,4,3,4,3,4,3,2,3,3,3
"631",4,5,1,4,4,4,3,4,2,4,4,4,4,3,4,4,4,3,2,1,4,2,1
"632",4,5,4,3,3,3,2,5,4,3,4,3,3,3,3,4,4,4,4,1,3,4,2
"633",5,3,3,4,5,5,4,4,1,4,5,4,5,4,3,4,4,4,1,3,4,2,1
"634",4,5,3,3,3,4,4,3,2,4,4,3,4,4,3,4,3,4,3,1,3,2,2
"635",4,3,2,4,2,5,5,5,2,4,4,3,3,4,4,3,4,4,2,4,4,1,1
"636",4,5,4,3,3,4,4,4,5,2,4,3,3,4,2,2,4,3,5,2,4,5,4
"637",3,4,4,4,3,5,3,4,3,4,4,2,3,4,4,4,4,3,5,4,4,3,2
"638",3,5,5,3,3,2,2,4,4,4,3,1,2,2,3,3,3,1,2,2,2,4,2
"639",4,4,4,3,3,4,3,4,2,4,4,3,4,4,4,4,4,4,4,3,3,3,2
"640",4,5,3,3,4,5,4,4,3,4,4,4,4,3,4,3,4,3,4,3,3,3,3
"641",3,4,4,3,3,4,3,4,4,2,4,2,4,3,4,2,4,3,3,2,2,3,4
"642",3,4,3,3,3,4,2,3,2,4,3,2,4,2,4,3,3,3,3,3,2,3,2
"643",2,5,5,3,3,2,1,4,4,2,4,3,2,1,2,1,4,3,3,3,2,3,2
"644",2,5,5,4,2,4,4,5,5,4,4,2,4,2,2,4,4,5,2,2,4,5,4
"645",4,2,3,3,4,4,4,5,3,4,5,3,5,4,4,2,5,5,5,3,3,2,3
"646",4,3,2,3,3,3,3,3,3,4,4,2,3,3,3,3,3,2,3,3,3,3,3
"647",4,4,2,4,3,4,3,4,4,4,4,4,5,4,2,4,4,5,2,2,3,2,2
"648",2,4,4,1,3,4,2,2,2,2,2,2,2,1,2,2,2,1,4,2,2,3,2
"649",4,5,4,3,2,4,2,4,3,4,4,2,4,4,5,4,5,3,5,1,1,5,2
"650",5,3,2,5,4,4,3,5,3,4,5,3,3,5,3,4,5,4,4,3,4,3,1
"651",4,3,3,4,4,5,5,5,2,4,4,3,4,3,4,3,4,5,3,3,3,3,3
"652",4,5,4,2,4,4,4,4,5,3,4,3,2,2,3,2,3,3,5,1,1,5,5
"653",4,5,3,3,4,4,2,3,5,3,4,2,3,4,3,4,4,4,5,3,2,2,4
"654",3,4,5,4,1,5,2,4,1,3,5,3,4,3,3,3,5,4,2,5,2,1,1
"655",4,5,3,3,3,4,3,4,2,4,4,3,4,4,4,4,4,4,3,4,4,3,2
"656",4,5,4,3,4,4,2,4,4,4,5,3,4,4,2,2,4,4,4,2,2,3,2
"657",4,5,3,3,3,4,3,4,3,2,4,3,3,3,3,4,3,3,2,4,4,4,2
"658",4,5,3,4,3,5,5,4,2,5,5,5,5,4,2,3,4,5,3,3,5,3,2
"659",4,5,2,3,4,4,3,4,2,4,4,3,4,3,4,4,4,4,2,3,3,2,2
"660",4,5,4,2,4,4,2,5,1,4,4,3,4,3,4,3,4,3,4,1,2,4,1
"661",4,5,3,5,4,2,4,4,2,3,4,4,5,2,4,3,4,5,3,5,4,3,5
"662",3,5,4,3,3,3,3,3,2,4,3,3,2,3,3,3,2,3,2,3,2,2,2
"663",4,5,3,4,4,5,5,5,3,4,4,4,5,5,5,4,5,4,3,3,4,4,4
"664",4,3,3,5,4,5,3,4,2,4,4,3,4,4,4,3,4,3,5,2,2,3,2
"665",4,5,5,2,3,5,5,5,5,3,4,2,4,3,1,3,3,4,4,2,3,3,4
"666",4,4,2,2,3,4,4,4,2,4,4,2,4,4,4,4,4,4,4,2,4,2,2
"667",5,5,4,4,5,5,3,3,2,4,5,2,3,4,3,3,3,3,2,1,3,4,3
"668",4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,2,2
"669",4,5,4,3,2,5,4,4,4,4,4,3,4,3,4,3,4,3,4,2,3,3,3
"670",4,4,2,4,4,4,4,4,2,4,3,4,4,3,4,4,3,3,3,2,2,3,3
"671",4,4,3,3,4,4,3,4,3,3,3,3,4,2,3,3,3,3,4,2,2,3,3
"672",3,5,5,2,3,4,3,4,5,5,3,3,3,3,4,3,3,3,2,3,2,5,5
"673",4,5,4,4,3,5,4,4,4,5,4,2,2,2,4,4,4,3,5,2,2,3,2
"674",4,5,3,4,4,4,3,4,1,4,3,4,4,4,4,3,4,5,3,4,4,4,2
"675",3,5,4,3,4,5,5,5,3,4,4,3,3,4,5,3,4,3,5,3,4,2,3
"676",3,5,4,5,5,4,3,4,4,4,3,3,3,3,4,4,4,3,5,2,2,4,2
"677",2,4,5,2,3,5,1,2,2,3,1,1,1,1,3,1,1,2,5,1,2,2,3
"678",5,5,1,4,5,5,3,2,2,5,5,2,5,3,5,3,5,1,1,2,1,1,5
"679",3,5,4,3,3,4,4,4,5,3,3,3,4,3,2,2,4,4,3,2,2,4,3
"680",5,4,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,1,1,5
"681",3,5,2,3,4,5,2,5,5,4,5,3,2,4,3,3,4,2,5,4,3,2,2
"682",3,5,4,3,2,4,3,2,3,3,3,2,3,2,4,2,2,4,4,3,2,3,4
"683",4,5,5,5,5,4,3,5,5,4,4,3,4,3,4,3,3,3,2,5,3,5,3
"684",3,2,2,4,4,5,4,4,2,4,4,3,4,3,4,4,5,4,2,4,4,2,2
"685",4,2,2,4,4,4,4,4,2,4,4,3,4,4,4,4,4,5,4,2,4,2,4
"686",4,5,4,3,4,5,4,4,5,5,4,3,4,4,3,4,4,3,5,2,4,4,2
"687",4,5,5,4,4,5,5,5,4,5,5,4,5,4,4,4,5,5,5,3,2,2,2
"688",4,5,4,3,3,4,4,4,2,4,4,3,4,3,3,3,4,3,2,2,2,5,3
"689",4,5,3,4,4,5,5,5,2,4,4,4,4,4,3,3,3,4,3,4,4,3,1
"690",4,4,2,5,5,5,4,5,3,4,5,3,5,3,4,4,4,5,5,3,3,2,2
"691",4,5,5,3,4,3,1,4,3,4,4,3,3,2,3,3,3,2,3,3,2,2,3
"692",4,5,2,3,4,5,3,4,1,5,4,3,4,2,3,4,4,4,4,3,5,3,2
"693",3,5,5,2,2,2,3,1,4,4,1,2,2,2,2,2,3,4,4,2,3,3,3
"694",3,5,4,3,3,5,2,4,2,4,4,3,3,3,4,3,4,3,5,2,2,4,1
"695",2,4,3,3,2,5,1,4,5,4,4,2,4,4,4,2,2,2,3,1,1,5,2
"696",3,4,5,3,4,3,3,4,2,4,4,3,3,4,3,3,3,3,4,2,2,2,2
"697",4,4,3,4,4,5,5,5,2,5,4,3,4,4,5,5,5,5,4,1,4,2,2
"698",4,5,4,2,3,5,4,4,4,4,5,1,5,4,3,3,4,5,3,4,4,3,4
"699",4,5,3,3,4,5,3,5,1,4,5,4,4,5,5,5,5,4,2,2,3,1,1
"700",4,5,2,4,4,4,3,4,2,4,4,4,3,4,3,4,3,4,2,4,3,3,2
"701",2,5,4,1,1,4,1,3,3,2,2,1,2,4,3,2,2,3,1,5,1,1,3
"702",4,3,3,1,4,4,2,4,2,4,4,3,5,2,4,4,3,2,4,3,2,2,4
"703",3,5,4,4,3,4,3,4,5,5,4,3,4,3,4,3,4,4,3,2,3,3,1
"704",4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,3,2,4
"705",3,5,3,4,3,4,4,4,3,4,3,2,3,3,3,2,3,4,4,3,3,4,3
"706",4,4,3,4,4,4,4,4,2,2,4,4,4,4,4,3,4,4,4,2,3,2,2
"707",4,4,3,3,3,4,2,4,1,4,4,4,4,5,4,5,4,5,3,3,3,3,3
"708",4,5,5,2,1,2,3,4,5,2,3,1,3,3,1,2,3,3,5,1,2,5,3
"709",4,2,1,3,5,4,5,5,1,5,5,4,4,5,5,5,5,3,2,2,4,2,2
"710",4,1,3,4,4,4,4,4,1,4,4,4,4,5,5,5,5,5,4,5,5,2,2
"711",4,4,1,4,3,5,4,4,2,4,5,3,5,4,3,4,4,5,3,3,3,2,1
"712",4,4,2,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,2,2,4,2,1
"713",4,5,2,3,4,5,4,4,1,4,4,3,5,3,3,3,4,3,2,2,4,2,2
"714",5,4,2,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,4,4,4,4,2
"715",4,3,1,3,3,5,4,4,2,4,4,4,4,4,3,3,4,5,3,3,4,2,2
"716",4,4,2,4,4,4,3,4,3,4,5,4,5,4,4,4,4,5,2,3,4,3,4
"717",4,4,2,3,4,2,4,4,4,4,3,3,5,2,2,2,2,5,2,2,4,2,1
"718",5,5,3,4,4,2,2,5,4,2,5,3,3,1,4,3,4,2,4,2,2,4,3
"719",4,4,3,3,4,4,3,4,3,4,4,3,4,3,3,4,4,3,4,3,3,4,4
"720",3,4,5,2,4,3,1,3,3,3,4,2,3,1,3,3,3,3,4,4,2,1,4
"721",3,5,5,3,4,4,2,4,3,4,4,3,4,3,4,3,3,4,4,2,2,3,3
"722",4,5,3,3,4,5,5,5,2,5,5,3,5,5,4,3,5,5,5,5,5,3,4
"723",3,5,4,2,2,2,2,4,4,4,2,2,2,4,1,2,3,3,3,2,2,2,1
"724",3,5,5,2,2,5,4,4,5,5,4,3,4,4,4,5,4,4,3,1,5,3,3
"725",2,5,5,2,3,3,1,1,3,3,1,4,4,3,3,2,1,4,4,1,1,3,3
"726",4,4,2,5,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,2,3,3,3
"727",4,3,3,4,4,4,4,3,4,4,3,3,4,4,4,3,2,4,3,2,3,2,2
"728",3,5,5,2,2,2,1,3,4,2,2,2,2,2,1,2,2,1,3,4,3,4,4
"729",3,4,4,3,3,4,3,3,2,4,4,2,3,2,3,4,4,3,5,1,2,3,3
"730",1,5,5,2,1,4,2,3,3,2,3,2,3,4,2,2,3,3,5,1,2,4,4
"731",3,5,3,3,2,4,3,4,3,4,3,4,3,5,4,3,4,4,4,2,3,2,2
"732",4,5,3,4,4,4,3,3,2,4,4,3,4,3,3,4,3,3,5,3,3,3,2
"733",4,3,3,3,4,3,3,4,5,4,4,3,5,3,3,4,3,4,3,4,4,2,3
"734",3,5,4,3,3,3,2,2,2,3,2,3,3,3,3,2,2,3,4,2,3,3,3
"735",4,5,3,4,3,2,3,4,4,3,4,4,4,3,2,3,4,3,5,2,3,3,3
"736",5,2,3,4,2,3,2,3,2,4,4,4,4,3,2,4,2,3,5,1,4,4,1
"737",4,2,1,4,4,4,2,4,2,1,4,4,4,3,3,4,4,4,3,3,2,2,3
"738",4,3,2,4,2,4,3,5,3,3,4,3,4,4,5,3,4,4,3,3,4,4,1
"739",4,5,5,4,4,3,4,4,1,4,5,3,4,2,4,3,4,5,2,1,2,1,1
"740",3,5,5,3,2,4,3,4,5,2,3,2,3,3,2,2,3,2,5,2,2,3,2
"741",4,5,3,4,2,4,2,5,5,4,5,3,4,4,2,2,4,3,5,1,4,4,2
"742",3,4,3,3,2,5,4,3,1,4,3,4,4,3,3,3,3,4,2,3,3,1,2
"743",3,4,2,3,3,4,3,4,3,3,5,3,4,4,3,3,4,4,4,3,4,1,2
"744",3,5,3,4,5,5,3,4,5,4,4,3,4,3,3,3,3,5,4,2,4,5,3
"745",4,4,4,3,4,4,4,4,5,4,3,3,5,3,4,3,3,4,4,3,4,3,4
"746",4,4,4,4,4,3,3,4,2,4,4,1,3,2,4,3,4,2,5,2,2,3,3
"747",4,5,3,4,4,5,4,4,3,4,4,3,4,4,3,3,4,4,3,2,3,3,3
"748",3,2,2,4,5,5,4,4,1,4,4,4,4,3,3,4,3,5,4,4,5,3,3
"749",3,5,5,3,2,3,3,3,5,3,3,2,3,3,3,3,4,3,5,2,3,4,2
"750",3,4,4,3,4,4,2,3,2,2,4,2,2,2,2,4,2,4,2,2,2,2,2
"751",4,5,4,3,3,2,2,4,4,3,4,3,3,2,2,3,4,3,5,2,3,4,5
"752",3,5,3,2,1,4,2,3,2,3,3,3,4,3,2,2,2,2,4,2,2,4,3
"753",4,5,3,4,4,5,4,4,4,4,4,3,4,4,3,3,4,4,2,3,4,2,3
"754",4,3,3,4,4,5,4,4,1,4,4,3,4,4,4,4,4,4,1,3,4,2,2
"755",4,4,3,4,4,4,4,4,3,4,5,3,4,3,4,3,4,3,4,3,3,2,2
"756",3,5,2,2,4,1,1,4,5,3,4,2,3,4,5,2,4,1,4,1,4,2,2
"757",4,4,3,4,3,5,4,5,2,4,5,5,5,4,4,4,3,4,4,5,3,3,3
"758",4,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,5,4,3,3,4,3,3
"759",3,4,4,3,3,4,3,3,2,4,4,3,4,4,3,3,4,4,2,2,3,3,2
"760",4,3,3,4,4,5,5,4,3,4,4,5,3,2,4,4,4,5,3,3,4,2,2
"761",4,4,3,4,4,5,4,4,2,4,4,3,4,4,4,4,3,4,3,3,3,3,4
"762",4,3,2,4,4,5,4,4,2,4,4,3,4,4,4,4,3,3,2,4,4,3,2
"763",5,5,5,4,4,4,4,5,3,4,5,3,4,4,4,4,4,3,4,3,3,4,3
"764",1,5,4,2,1,4,3,2,2,5,2,2,3,2,4,2,3,1,4,1,2,4,1
"765",3,4,3,3,4,3,3,3,2,4,4,3,4,3,3,3,2,3,3,2,3,2,1
"766",3,5,4,3,3,5,4,4,5,4,3,3,3,5,3,3,2,4,4,3,2,4,3
"767",5,4,2,4,4,5,3,4,2,4,4,2,4,5,4,4,4,4,4,4,5,2,2
"768",2,5,2,4,4,5,4,4,5,2,4,4,3,4,4,4,4,4,2,2,4,4,2
"769",4,5,3,4,4,3,3,4,2,4,4,2,2,2,3,3,1,3,4,4,3,4,2
"770",4,4,4,3,2,3,3,4,4,2,4,2,2,4,4,2,4,2,4,2,2,3,3
"771",4,5,2,3,4,5,4,5,4,3,4,3,4,4,4,3,4,4,4,2,3,3,3
"772",3,4,4,4,2,2,5,5,4,5,3,5,5,3,5,4,4,5,1,2,5,2,3
"773",3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,2
"774",4,4,1,4,2,4,4,4,3,4,4,3,5,4,4,4,4,4,3,4,4,4,2
"775",3,4,4,3,2,3,2,4,2,3,4,3,2,3,4,3,4,3,5,2,2,4,2
"776",4,5,3,2,4,2,3,4,1,5,5,3,3,3,4,3,4,3,5,2,3,1,5
"777",3,5,4,3,2,4,2,2,2,3,2,3,3,4,3,3,2,4,4,2,2,3,2
"778",5,4,3,2,4,4,3,4,3,4,4,4,5,4,4,4,4,4,3,3,4,2,2
"779",5,5,3,3,4,3,2,4,1,4,3,4,3,3,3,4,3,4,5,2,2,4,2
"780",3,5,4,3,3,4,4,5,5,4,4,2,4,4,1,2,5,5,3,1,4,1,1
"781",4,5,5,3,4,4,3,4,4,4,5,2,2,3,2,4,4,2,5,4,4,2,1
"782",4,2,2,4,4,4,3,4,2,4,5,3,3,3,4,3,3,3,2,2,4,2,2
"783",4,3,3,3,4,4,3,3,3,4,3,3,3,3,4,4,3,4,3,3,3,3,3
"784",3,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,3,2,2
"785",4,4,2,2,4,4,4,4,4,2,4,4,4,4,4,3,4,4,2,2,4,2,2
"786",4,5,3,4,4,5,5,5,5,5,5,4,5,3,3,4,4,3,5,1,4,2,2
"787",4,3,2,4,3,3,4,4,4,3,3,3,4,4,3,4,3,4,2,3,4,3,3
"788",1,5,5,2,1,2,1,2,5,2,1,2,2,1,1,1,2,1,5,1,2,4,4
"789",3,5,4,4,3,3,2,4,2,4,3,4,4,3,4,3,3,3,2,3,3,5,5
"790",4,5,2,4,4,4,4,4,1,4,5,4,4,4,5,4,5,4,4,3,4,5,2
"791",4,5,3,2,2,2,2,3,4,3,3,2,4,2,3,2,4,2,3,2,2,3,3
"792",3,4,3,3,3,4,3,3,3,3,3,2,4,3,3,3,4,3,4,2,2,3,3
"793",4,4,2,4,4,4,4,4,3,4,4,4,5,4,4,4,5,4,4,3,4,2,2
"794",2,5,4,4,2,5,5,2,5,3,2,1,1,1,5,1,5,3,5,1,1,3,3
"795",4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,2,2,4
"796",3,5,3,2,2,5,2,4,2,4,4,3,4,4,5,3,4,4,5,2,2,2,2
"797",4,5,4,3,2,3,3,4,4,2,4,2,2,2,3,2,4,3,3,2,2,4,3
"798",4,4,2,4,4,4,3,4,2,4,4,3,3,3,4,3,4,3,2,2,3,4,4
"799",4,5,4,4,4,2,3,4,4,4,4,3,4,3,4,3,3,4,5,1,4,3,2
"800",4,2,1,3,4,4,4,3,2,4,4,4,4,4,4,4,4,4,2,3,4,2,2
"801",4,2,5,5,4,3,1,4,3,4,5,3,3,3,3,3,3,4,5,5,3,2,2
"802",2,5,5,2,4,4,4,4,4,4,3,2,4,2,2,4,2,5,1,3,4,2,1
"803",5,5,3,4,5,5,5,5,2,5,5,4,5,4,5,5,5,5,5,1,2,4,4
"804",4,5,1,5,4,3,2,4,3,4,3,4,3,4,5,5,3,4,5,4,4,4,3
"805",3,2,5,3,4,5,4,4,4,2,4,1,4,2,4,2,4,4,4,3,3,2,4
"806",4,5,4,2,5,3,3,4,4,4,4,3,3,3,3,2,4,4,4,2,2,3,1
"807",4,3,2,2,3,5,5,5,1,4,4,3,4,3,3,4,4,4,2,2,4,2,2
"808",1,5,5,1,1,1,1,1,3,4,5,3,1,1,2,2,1,3,1,5,3,4,3
"809",4,4,2,3,4,4,3,4,3,4,4,3,4,3,4,3,3,4,3,4,4,3,2
"810",4,4,4,4,4,5,4,5,2,4,5,4,5,4,4,4,4,4,5,4,4,1,2
"811",4,3,3,4,4,5,2,4,2,4,5,4,4,4,2,4,4,2,1,2,5,4,2
"812",4,5,3,3,4,5,5,5,1,5,5,5,5,3,1,2,2,3,2,3,4,2,1
"813",4,5,3,4,4,2,3,4,4,4,4,4,4,4,3,3,4,2,4,3,3,4,3
"814",2,5,5,3,4,5,2,4,5,3,3,1,3,2,1,1,4,3,5,1,2,5,2
"815",4,5,3,3,2,3,3,4,3,4,4,3,3,2,4,3,3,2,3,3,3,4,2
"816",4,5,2,5,5,5,4,5,4,4,5,4,4,3,4,4,4,3,2,3,4,3,2
"817",5,4,2,4,4,5,5,5,1,4,4,3,4,3,4,4,4,5,2,4,4,1,2
"818",4,4,2,4,3,2,3,5,3,4,4,4,4,4,4,4,4,4,2,4,4,4,2
"819",4,4,3,3,4,4,2,4,3,4,3,2,3,3,3,3,4,5,3,2,3,1,5
"820",4,4,4,4,2,2,3,4,4,4,4,2,3,3,4,4,4,2,4,2,2,3,2
"821",4,3,3,4,4,4,3,4,2,4,4,3,4,4,3,3,4,4,3,3,4,2,3
"822",3,5,4,3,2,2,4,4,4,4,4,3,3,1,4,4,4,1,5,3,3,4,2
"823",2,4,5,3,3,2,2,4,3,2,4,2,5,1,2,3,4,2,5,2,3,5,1
"824",4,4,3,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,2,3,2,2
"825",4,5,4,3,3,5,5,5,3,5,5,2,3,3,4,3,5,3,4,1,4,2,1
"826",3,5,3,2,3,5,5,3,2,5,4,3,5,5,4,4,4,3,3,2,5,3,3
"827",4,4,2,4,4,4,3,3,2,4,4,5,4,3,2,3,4,4,2,3,2,4,2
"828",4,4,2,5,4,4,5,5,2,4,4,3,4,5,5,5,4,4,1,2,3,1,1
"829",3,5,3,3,2,4,2,4,1,2,5,1,4,3,2,3,3,3,5,3,3,5,1
"830",4,3,2,4,4,4,3,4,2,4,4,3,4,4,4,5,4,5,3,2,4,2,2
"831",4,5,3,4,4,4,4,4,3,4,4,3,4,3,3,4,5,4,2,3,4,3,3
"832",4,5,4,3,3,5,3,3,3,3,4,3,3,5,3,3,3,4,4,3,3,5,4
"833",3,4,3,4,3,4,4,4,2,4,4,3,4,4,4,3,4,4,2,2,2,2,2
"834",4,4,3,4,4,4,4,4,2,4,4,3,4,3,4,4,4,4,3,3,4,3,2
"835",3,5,5,2,2,3,2,4,4,4,2,2,4,2,4,3,2,2,5,1,2,4,4
"836",4,5,3,3,4,5,4,4,1,5,4,2,4,3,4,3,4,3,4,2,2,4,1
"837",4,4,2,4,3,4,2,4,4,4,4,3,2,4,2,4,4,1,4,4,2,2,2
"838",3,4,2,4,3,4,3,4,2,4,4,3,2,3,4,2,4,2,2,2,2,2,2
"839",3,5,4,3,4,4,3,4,3,4,4,2,4,2,3,4,4,3,4,2,2,4,4
"840",4,5,3,4,2,3,2,4,4,3,4,3,3,2,3,1,4,2,3,1,2,2,2
"841",4,5,4,4,4,4,3,5,5,4,4,3,3,4,4,4,5,3,3,3,4,3,3
"842",4,5,5,2,3,4,4,2,5,4,1,3,3,3,3,3,2,2,3,1,3,4,3
"843",4,4,1,4,3,5,4,5,2,5,5,3,4,4,4,4,4,4,3,3,4,3,2
"844",4,5,4,2,4,3,4,4,3,4,4,2,4,2,3,4,4,3,4,1,4,2,2
"845",4,5,4,3,3,5,1,5,5,5,4,2,3,4,5,3,2,3,1,1,1,1,1
"846",4,4,2,4,4,4,3,5,3,4,5,3,4,3,4,4,4,4,5,1,2,4,2
"847",4,5,4,2,3,3,2,4,5,4,4,3,3,4,2,3,3,3,5,2,2,3,4
